combatant_name
['Allied Powers', 'Soviet Union', 'United States', 'United Kingdom', 'China', 'France', 'Poland', 'Yugoslavia', 'Greece', 'Netherlands', 'Belgium', 'Luxembourg', 'Norway', 'Czechoslovakia', 'India', 'Canada', 'Australia', 'New Zealand', 'South Africa', 'Philippines', 'Ethiopia', 'Brazil', 'Mongolia', 'Mexico']
['Kingdom of Italy']
['Second Hellenic Republic']
['Electorate of Saxony']
['Qajar dynasty']
['Tokugawa shogunate']
['Qing dynasty', 'Lê dynasty']
['European settlers']
['French Indochina']
['Soviet Union', 'White Russian', ' forces']
['Republic of China', 'Soviet Union', ' (1937-1941; 1944-1945)', 'United States', ' (1941-1945)', 'British Empire', ' (1942-1945)']
['British Empire', 'India']
['National faction', 'Falange', 'Carlists', '(1936–1937)', 'CEDA', '(1936–1937)', 'Alfonsists', '(1936–1937)', 'Army of Africa', 'Supported by:', 'Italy', 'Germany', 'Portugal', 'Foreign volunteers']
['Denmark–Norway']
['Sweden']
['Nguyen lords']
['Austria', 'Russia']
['Prussia', 'Orangists']
['Portugal']
['United Kingdom', 'British Army', 'Palestine Police Force', 'Jewish Settlement Police', 'Jewish Supernumerary Police', 'Haganah', 'Special Night Squads', 'FOSH', 'Peulot Meyuhadot', 'Irgun', 'Peace Bands']
['Bakr Sidqi', "'s supporters"]
['Kingdom of Iraq']
['Brazil']
['Tay Son Dynasty']
['Dutch Republic']
['Transylvania']
['Muscat and Oman']
['Kingdom of Meath', 'Kingdom of Munster']
['Sheikhdom of ', 'Zubarah']
['Denmark', 'Sweden', 'Earls of Lade']
['Duchy of Normandy']
['Early Lê dynasty']
['Liao Dynasty']
['Byzantine Empire', "Kievan Rus'"]
['Tibet (1912–1951)', 'Sichuan clique', 'Communist Party of China']
['Spanish Republic']
['Kārlis Ulmanis']
['First Austrian Republic']
["Kingdom of Hawai'i"]
['Spain ', 'Viceroyalty of New Granada']
['Qing Empire', 'Khafiya', ' Sufi Muslims']
['British East India Company', 'Great Britain', 'Hanover']
['Holy Roman Empire']
['British East India Company']
['Great Britain']
['Byzantine Empire', "Kievan Rus'", ' (968–969)', 'Kingdom of Hungary', 'Principality of Duklja', 'Kingdom of Croatia']
['Byzantine Empire']
['The Netherlands']
['Archduchy of Austria']
['Spanish Empire']
['United States', 'France', '(1778–83)', 'Spain', '(1779–83)', 'Dutch Republic', '(1780–83)', 'Co-belligerents', 'Mysore', '(1779–83)', 'Vermont', '(1777–83)', 'Oneida', 'Tuscarora', 'Watauga Association', 'Catawba', 'Lenape']
['Kingdom of Germany', 'Bohemia']
['Japan']
['Tĩnh Hải quân', ' rebels']
['East Francia']
['Kingdom of Croatia']
['Empire of Japan', 'Manchukuo', 'Chinese collaborators', 'Mongol Military Government', ' (1936)']
['Order of Saint John']
['Colony of Virginia']
['Tay Son']
['British Raj']
['Ottoman Algeria']
['Kingdom of Armenia']
['Tabaristan', 'Khazars', 'Caucasian Albania', 'Shirvan', 'Volga Bulgaria', 'Burtas']
['Abbasid Caliphate']
["Kievan Rus'"]
['Bulgarian Empire', 'Pechenegs']
['Bulgarian Empire']
['Great Moravia']
['Soviet Union', 'Mongolia']
['Paraguay']
['El Salvador']
["Mongolian People's Republic", 'Soviet Union']
['Russian Empire ', 'Polish–Lithuanian Commonwealth']
['Russian Empire', 'Zaporozhian Host', 'Greek insurgents', 'Kingdom of Kartli-Kakheti', 'Kingdom of Imereti']
['West ', 'Louisiana']
['Mysore']
['Mysore', 'Cannanore']
['Magyar tribes']
['Eunuchs']
['Yumtän']
["Rus' Khaganate"]
['Vikings']
['Dutch Empire']
['Portugal', 'Great Britain']
['Yamani Tribal Federation ', 'Abbasid Caliphate']
['Aguateca']
['Frankish Empire']
['Empress Kōken']
['Kingdom of Hejaz and Nejd']
['Sweden', 'Russia']
['Tang Empire']
['Great Britain', 'Hanover', 'Prussia', 'Brunswick-Wolfenbüttel', 'Iroquois Confederacy', 'Portugal', '(from 1761)', 'Hesse-Kassel', 'Schaumburg-Lippe']
['Umayyad Caliphate']
['Berber rebels']
['Tikal']
['Quiriguá']
['Byzantine Empire', 'Bulgar Khanate']
['Empire of Japan', 'Toda', 'Truku', '[52]', ' (Taroko)']
['First Brazilian Republic']
['Haile Selassie', ' loyalists']
['Portugal', 'Spain']
['Konbaung Dynasty']
['Mataram Sultanate', ' (until 1755)', 'Yogyakarta Sultanate', ' (from 1755)', 'Surakarta Sunanate', ' (from 1755)', 'VOC']
['Great Britain', 'British East India Company', 'Sepoys', 'Maratha allies']
['Great Britain', 'British America', 'Iroquois Confederacy', 'Onondaga', 'Oneida', 'Seneca', 'Tuscarora', 'Mohawk', 'Cayuga', 'Catawba', 'Cherokee', ' (before 1758)']
['Kingdom of Great Britain']
['Merovingian', 'Franks']
['Charles Martel']
[' Forces of ', 'Chiang Kai-shek']
['Great Britain', 'British America', 'Iroquois Confederacy']
['Persian Empire']
['Dutch East India Company']
['Prussia']
['Toniná']
['Calakmul', 'Dos Pilas']
['Umayyad Caliphate', ' (until 748) ', 'Abbasid Caliphate', ' (from 748)']
['French colonial empire']
['Kingdom of France', 'Kingdom of Prussia', 'Kingdom of Spain', 'Bavaria', '(1741–45)', 'Saxony', '(1741–42)', 'Sicily', 'Naples', 'Republic of Genoa', 'Sweden', '(1741–43)']
['Safavid Persian Empire']
['Russian Empire', 'Cossack Hetmanate', 'Habsburg Empire']
['Portuguese Empire']
['Poland loyal to Stanisław Leszczyński', 'France', 'Spain', 'Kingdom of Sardinia', 'Duchy of Parma']
['Danish West India Company']
['Silla', ' Former ', 'Goguryeo', ' armies ', ' Former ', 'Baekje', ' armies']
['Tang', 'Silla']
['Tang Dynasty']
['Aisha', "'s forces ", 'Muawiya', "'s forces ", 'Kharijites']
['Rashidun Caliphate', 'Umayyad Caliphate']
['Tang Dynasty', 'Silla']
['County of East Frisia']
['Müllerisch Faction']
['Russian Empire', 'Ukrainian Cossacks', 'Georgia', 'Armenia']
['New England Colonies', 'Mohawk']
['Great Britain', 'Chickasaw']
['Rashidun Caliphate']
['Tortuguero']
['Mexico']
['Kuwait']
['Amānullāh Khān', ' (Until 14 January 1929)', 'Inayatullah Khan', ' (14-17 January 1929)', 'Ali Ahmad Khan', ' (17 January - 9 February 1929)', 'Various anti-Saqqawist tribes', 'Wardak', 'Maydan', 'Jalriz', 'Sanglakh', 'Mohammed Nādir Khān', ' (March–October 1929)', 'Intervening against Basmachi:', 'Soviet Union', '[50]']
['Qing Empire of China']
['Mataram Sultanate', 'Dutch East India Company']
['Great Britain', 'France', 'Holy Roman Empire', 'Dutch Republic', 'Savoy']
['Oman']
['British Government forces']
['Colonial militia of South Carolina ', ' Colonial militia of North Carolina', ' Colonial militia of Virginia', 'Catawba', ' (from 1715)', 'Cherokee', ' (from 1716)']
['Canton of Zürich', 'Canton of Bern', 'Toggenburg rebels', 'City of Geneva', 'Principality of Neuchâtel']
["Samo's Empire"]
['Muslims', 'Quraysh tribe']
['Muslims']
['Ikhwan']
['Communist Party of China', 'After 1949:', "People's Republic of China"]
[' Ibn Saud ', 'United Kingdom', 'Kuwait']
['Nicaraguan', 'Conservatives', ' (government)']
['Pahlavi Iran']
['Colonial militia of North Carolina', ' Colonial militia of South Carolina ', 'Yamasee', ' Northern ', 'Tuscarora', 'Apalachee', 'Catawba', 'Cherokee']
['Shihab dynasty', 'Jumblatt', ' clan of Chouf ', ' Talhuq clan of Gharb ', ' Nakad clan of Manasif ', ' Imad clan of Arqub ', 'Abd al-Malik clan of Jurd ', " Abu'l Lama clan of Matn ", 'Khazen', ' clan of Keserwan']
['Party of ', 'Ahmed Karamanli']
['Province of Carolina']
['Ottoman Empire', 'Crimean Khanate', 'Wallachia', 'Swedish Empire', 'Cossack Hetmanate', '(fraction of ', 'Pylyp Orlyk', 'Zaporizhian Sich']
['Hotak dynasty']
['Sui Dynasty']
['Goguryeo']
['Sassanid Persians']
['Visigothic Kingdom']
['Sassanid Empire']
['Byzantine Empire', 'Ghassanids', 'Armenians']
['Fengtian clique', 'Zhili clique', '  (from February 1918)']
['United Kingdom']
['Kingdom of Bulgaria']
['Fengtian clique']
['Kingdom of Portugal', ' Portuguese settlers ', ' Early Brazilian settlers']
['Faction of ', 'Bahadur Shah I']
['Russia']
['Warsaw Confederation']
['Lombards', 'Pannonian Avars']
['Sassanid Empire', 'Western Turkic Khaganate']
['England', '(before 1707)', '[17]', 'English America', 'Great Britain', '(after 1707)', '[17]', 'British America', 'Muscogee (Creek)', 'Chickasaw', 'Yamasee']
['Byzantine Empire', 'Visigoths', ' under ', 'Athanagild']
['Chenla']
['Calakmul']
['Emirate of Afghanistan', 'Allied tribes:', 'Khogyani', 'Shinwari']
['Holy Roman Empire', 'Austria', 'Prussia', 'Hanover', 'England', '(until 1707)', 'Great Britain', '(from 1707)', '[16]', 'Dutch Republic', 'Duchy of Savoy', 'Kingdom of Portugal', 'Spain loyal to Charles']
['Tsardom of Russia', 'Kalmyk Khanate', 'Cossack Hetmanate', 'Denmark–Norway', '(1700, 1709–20)', 'Electorate of Saxony', '(1700–06, 1709–)', 'Poland–Lithuania', ' (1700–04, 1709–)', 'Kingdom of Prussia', ' (1715–20)', 'Electorate of Hanover', ' (1715–19)', 'Great Britain', '(1717–19)']
['Dutch West India Company']
['Franks']
['Bulgaria', 'IMRO', 'Shpitskomandi']
['Sublime State of Iran', ' (1922–1924)', 'Imperial State of Iran', ' (1925–1979)', 'Islamic Republic of Iran', ' (1979–present)']
['Lithuania']
['United Kingdom', 'Emir Abdullah', "'s forces", ' Hashemite allied tribesmen']
['Kingdom of Greece']
['France', 'New France', 'Wabanaki Confederacy']
['Williamites', 'England', 'Scotland', 'Dutch Republic', 'Protestant colonists', 'and mercenaries from various countries']
['Grand Alliance', 'Dutch Republic', 'England', 'Holy Roman Empire', 'Spain ', 'Piedmont-Savoy', 'Sweden', ' (until 1691)', 'Scotland']
['Crimean Khanate', 'Ottoman Empire']
['Tsardom of Russia', 'Habsburg Empire', 'Polish–Lithuanian Commonwealth', 'Cossack Hetmanate']
['Taghlib']
['Salian Franks', ' of ', 'Tournai', ' and ', 'Cambrai']
['Ostrogoths', 'Rugians']
['Hephthalite Empire']
['Vandals']
['Gepids', 'Ostrogoths', 'Heruli', 'Rugii', 'Scirii', 'Suebi']
['Emirate of Afghanistan']
['Sublime State of Persia']
[' Gondrists']
['Venizelist', ' Rebels']
['British Empire', 'British Raj']
[' Pro-treaty forces']
['Zhili clique']
['Union of South Africa', 'South West Africa']
['Mughal Empire']
['Republic of Venice', 'Knights of Malta', 'Duchy of Savoy', 'Papal States', 'Knights of St. Stephen', 'Himariotes', 'Maniots', 'Other ', 'Greek', ' rebels']
['Kingdom of England']
['Polish–Lithuanian Commonwealth', 'Allied ', 'Holy League', ' forces']
['Holy Roman Empire', 'Tsardom of Russia', 'Cossack Hetmanate', 'Poland–Lithuania', 'Republic of Venice', 'Habsburg Hungary', 'Kingdom of Croatia', 'Spanish Empire', 'Serbian', ' rebels', 'Albanian', ' rebels', 'Greek', ' rebels', 'Bulgarian', ' rebels']
['Tibet']
['Dzungar Khanate', 'Afāqi', ' Naqshbandi Sufi Khojas ', ' Turfan Khanate ', ' Kumul Khanate']
['Bonifacius']
['Teotihuacan']
['Vandals', 'Suevi', 'Alans']
['Visigoths']
['Hunnic Empire']
['Western Roman Empire']
['United Kingdom', 'Emir Abdullah']
['Union of South Africa']
['Russian SFSR']
['Sultanate of Nejd']
['Persian Cossack Brigade']
['Austria', 'Hungary']
['Regentists']
['Russian Tsardom', 'Cossack Hetmanate of Ivan Samoylovych']
['Mongolian Communists ', 'Russian SFSR']
['Husainid dynasty']
['Swedish Empire', 'France']
['New England Confederation', 'Mohegan', 'Pequot']
['Dutch Republic', 'Denmark-Norway']
['Eastern Jin dynasty']
['France', 'England', 'Sweden', 'Bishopric of Münster', 'Archbishopric of Cologne']
['Tanukhids']
['Roman Empire']
['Eastern Roman Empire']
['Russian SFSR', 'Turkey']
['France', 'Spain']
['Old Guangxi clique']
['Republic of Genoa', 'Spain']
['Ottoman Empire', 'Crimean Khanate', 'Principality of Moldavia', 'Cossack Hetmanate', 'Doroshenko', "'s faction)"]
['Tsardom of Russia']
['Spanish Empire', 'Triple Alliance', 'Dutch Republic', 'Kingdom of England', 'Swedish Empire']
['Polish–Lithuanian Commonwealth']
['Constantine I', "'s legions"]
['Jin Dynasty']
['First Republic of Armenia', 'Armenian Revolutionary Federation']
['Democratic Republic of Georgia']
['Weimar Republic', 'Freikorps']
['House of Kinlaza']
['Dutch Republic', 'Denmark', 'France']
["Sultan Abdul Hakkul Mubin's Forces"]
['Koxinga', "'s Ming Loyalists"]
['Kingdom of Kakheti']
['Palmyrene Empire']
['Cao Wei']
['Illyriciani']
['Kingdom of Serbs, Croats and Slovenes']
['Tribal fighters']
['Shu Han']
['France', 'French Syria']
['Principality of Albania']
['Poland']
['Turkish National Movement']
['Kuwait', 'British Empire']
['Turkish National Movement', 'Supported by:', 'Russian SFSR']
['Denmark–Norway', 'Dutch Republic', 'Brandenburg-Prussia', 'Polish–Lithuanian Commonwealth']
['Irish Republic']
['Swedish Empire']
['Rebellious soldiers']
['Duchy of Savoy']
['Swedish Empire', 'Brandenburg-Prussia', ' (1656–57)', 'Principality of Transylvania', 'Ukrainian Cossacks', ' (1657)', '[15]', 'Grand Duchy of Lithuania', 'Wallachia', 'Moldavia']
['Commonwealth of England', 'France', ' (1657–59)']
['Susquehannock', ' and allied tribes']
['Sun Ce']
['Severan dynasty']
['Han Dynasty']
['Republic of Poland', "Ukrainian People's Republic"]
['Kingdom of Italy', 'Free State of Fiume']
['Forces loyal to ', "Gabriele D'Annunzio"]
['Tsardom of Russia', 'Ukrainian Cossacks']
['Afghanistan']
["City governments' troops ", 'Zürich', 'Thurgau', 'Uri']
['Qing Empire', 'Joseon dynasty']
['Commonwealth of England']
['Dutch East India Company', 'Aboriginal Taiwanese']
['Isles of Scilly']
['Margraviate of Brandenburg']
['Han dynasty', 'Southern Xiongnu']
['Czechoslovakia']
['Polish Military Organization', ' (PMO) ', ' 41st Infantry Regiment']
['Interim government', 'Freikorps']
['Montenegrin Whites', 'Kingdom of Yugoslavia']
['First Portuguese Republic']
['English Parliamentarian', 'New Model Army', ',', 'Protestant colonists']
['Parliamentarians']
['Parliamentary forces']
['Zaporozhian Cossacks', 'Crimean Tatars', ' (1649–1654, 1656–1657)']
['Hermunduri']
['Ottoman Empire', 'Barbary States']
['Kingdom of Iberia']
['Red Eyebrows movement']
['Lülin']
['Arminius', "' troops"]
['Cherusci']
['Emirate of Riyadh']
['Lithuania', 'Saxon volunteers']
['Estonia', 'White Russia', 'Latvia', 'United Kingdom', 'Ingria', 'Ober Ost', 'Finnish, Swedish and Danish volunteers']
['Maqil', 'Arab', ' tribes']
['Latvia', 'Estonia', 'Poland', 'United Kingdom', 'France']
['Lenape']
['Scottish ', 'Covenanters']
['Sweden', 'Dutch Republic']
['Cambodia']
['Barberini', 'Pope Urban VIII', ' and ', 'Pamphili', 'Pope Innocent X', ' their papal armies and relatives.']
['Parliaments of England and Scotland']
['Iroquois']
['Portugal', 'Supported by', 'Kingdom of England', ' (after 1661)']
['Roman Empire', 'Odrysian Kingdom']
['Roman Republic', ' (supporters of ', 'Octavian']
['Roman Republic']
['Second Triumvirate']
['First Republic of Armenia', 'Republic of Mountainous Armenia', 'Nagorno-Karabakh rebels', 'British Empire', ' (1918 only)', 'Centrocaspian Dictatorship', ' (1918 only)']
['White movement', 'xa0xa0', 'Kuban-Black Sea Soviet Republic']
['First Hungarian Republic', 'Hungarian Soviet Republic']
['Transcaucasian Democratic Federative Republic', 'Democratic Republic of Georgia']
['State of Slovenes, Croats and Serbs', 'Kingdom of Yugoslavia']
['File:Flag RSFSR 1918.svg', 'Russian SFSR', 'Finnish Red Guards', 'United Kingdom']
['Russian SFSR', 'Finnish Red Guards', 'Murmansk Legion']
[' Scottish ', 'Covenanters']
['Tokugawa Shogunate', 'Dutch Empire']
['Port Royal Administration']
['France', 'Commonwealth of England', ' (from 1657)']
['Julius Caesar', ' and supporters ', 'Populares']
['Parthian Empire']
['Pharisees', 'Roman Republic', 'Nabatean Kingdom']
['Roman Republic', 'Trinovantes']
['Roman Republic', 'Bithynia']
['Hungarian National Council']
['Austria-Hungary']
['Iran', 'Qajars', ' (1919–1921)', 'Pahlavis', ' (1921–1922)']
['Finnish White Guards', 'German Empire']
['Massachusetts Bay Colony', 'Plymouth Colony', 'Saybrook Colony', 'Narragansett people', 'Mohegan people']
['Supporting the Duke of Nevers', 'France']
['Trịnh lords', 'Lê dynasty', 'Dutch East India Company']
['Joseon Dynasty']
['Optimates']
['Electorate of Bavaria', 'Upper Austria']
['Nabataean Kingdom']
['Roman Republic', 'Kingdom of Bithynia']
['Beiyang Government']
['Ukrainian SSR', 'Russian SFSR']
['Victorious in Russia, Ukraine, Georgia, Armenia, Azerbaijan, Kazakhstan, and Mongolia', 'Russian SFSR', 'Other ', 'Soviet republics', "Mongolian People's Party", 'Victorious in their respective countries:', 'Kingdom of Finland', 'Republic of Estonia', 'Republic of Latvia', 'Republic of Lithuania', 'Second Polish Republic']
['Spain', 'Republic of Genoa']
['Basques']
['Han empire']
['Bolsheviks']
['Russian Provisional Government']
[' Russian revolutionaries']
['Poland-Lithuania']
['France ', 'Venice']
['Protestant States and Allies', 'Denmark-Norway', ' (1625–1629)', 'France', ' (from 1635)', '[7]', 'Bohemia', ' (1618–1620)', 'Swedish Empire', 'Saxony', 'United Provinces', 'Electorate of the Palatinate', 'Brunswick-Lüneburg', 'England', ' (1625–30)', '[8]', 'Brandenburg-Prussia', 'Transylvania', 'Hungarian Anti-Habsburg Rebels', '[9]', 'Zaporozhian Cossacks', 'Ottoman Empire']
['Later Jin', ' (until 1636)', 'Qing dynasty', ' (from 1636)']
['Judea']
['Roman Republic', 'Pergamon']
['Kingdom of Dardania']
['Roman Republic', 'Pergamum']
['Roman Republic', 'Achaean League', 'Macedon', 'Pergamum', 'Rhodes']
['Xiongnu']
['Regents of Ethiopia']
['Holy Roman Empire', 'Kingdom of Croatia', 'Spain']
['Mataram Sultanate']
['Kingdom of Portugal', ' Brazilian colonists']
['England']
['Liu Bang', "'s troops ", 'Yan', 'Zhao', 'Qi', 'Wei']
['Roman Republic', 'Pergamon', 'Rhodes']
['Rhodes', 'Pergamum', 'Byzantium', 'Cyzicus', 'Athens', 'Knossos']
['Han']
['Greco-Bactrian Kingdom']
['Qin dynasty']
['Roman Republic', 'Aetolian League', 'Pergamon', 'Sparta ', 'Elis', 'Messenia']
['Rebel forces of the six states']
['Supporting Wolfgang William', 'Spain', 'Palatinate-Neuburg', 'Catholic League', 'Supporting John Sigismund', 'Margraviate of Brandenburg', 'United Provinces', 'England', 'Protestant Union']
['British Empire', 'Kingdom of Italy']
['Satsuma Domain']
['Kingdom of Portugal', 'Supported by:', 'Crown of Castile', '(until 1640)', 'Kingdom of Cochin', 'Potiguara', ' Tupis']
['Safavid Empire']
['Crown of Castile', 'Spain', 'Mexico', 'United States']
['Polyrrhenia', 'Lyctus', 'Lappa', 'Macedonia', 'Achaean League']
['Qin']
["Emirate of Ha'il"]
[' Eastern Army: forces loyal to ', 'Tokugawa Ieyasu']
['Charles IX of Sweden']
['Kingdom of England', ' and its ', 'government in Ireland']
['Achaean League', 'Macedon']
['Carthage']
['Troops of ', 'Euthydemus I']
['Ancient Carthage']
['Parni']
['Duchy of Württemberg', 'House of Ascania', 'Margraviate of Brandenburg']
['Kingdom of Ayutthaya']
['Austria', 'Holy Roman Empire', 'Habsburg Kingdom of Hungary', '[6]', 'Kingdom of Croatia', '[6]', 'Kingdom of Bohemia', 'Principality of Transylvania', 'Wallachia', 'Moldavia', 'Zaporozhian Host', 'Spain ', 'Serbian hajduks', 'Papal States', 'Venice', 'Saxony', 'Tuscany', 'Persia', 'Knights of St. Stephen', 'Bulgarian', 'rebels', 'Duchy of Ferrara', 'Duchy of Mantua', 'Duchy of Savoy']
['Prince-Bishopric of Basel']
['Ming dynasty', 'Joseon dynasty']
['Maurya Empire']
['Macedon']
['Ptolemaic Kingdom']
['Roman Republic', 'Carthage']
['Republic of China', 'Jahriyya', 'menhuan', 'Xidaotang']
['Kingdom of Serbia']
['Faction of ', 'Sigismund III Vasa']
['Ottoman Empire', 'Kingdom of Greece', 'Kingdom of Serbia', 'Kingdom of Montenegro', 'Kingdom of Romania']
['Ernst of Bavaria', ' Prince-Elector, Cologne, 1583–1612 ', 'House of Wittelsbach', 'Free Imperial City of Cologne', ' Philip of Spain, and for him:', 'House of Farnese', 'House of Isenburg-Grenzau', 'House of Mansfeld', ' (main line)', 'House of Berlaymont-Flyon', 'and others']
['Spain', 'Portugal loyal to Philip']
['Oda clan']
['Kingdom of England', 'Kingdom of Ireland', 'allied Irish clans']
['Aetolian League', 'Illyrians', 'Macedon', 'Thracians', 'Paeonians']
['Yan']
['Seleucid Empire']
['The Siraceni']
['Rhodes', 'Ptolemaic Kingdom', 'Seleucid Empire']
['Portuguese First Republic']
[' Brazilian Governists']
['Cuba', 'United States']
['Albanian', ' rebels']
['Kingdom of Bulgaria', 'Kingdom of Greece', 'Kingdom of Serbia', 'Kingdom of Montenegro']
['Bruneian Empire']
['Polish–Lithuanian Commonwealth', 'Principality of Transylvania']
['Crimean Khanate']
['Forces of ', 'Oda Nobunaga']
['Roman Republic', 'Volsci']
['Roman Republic', 'Samnites']
['Roman Republic', 'Sidicini', ' Campanians']
['Amphictyonic League']
['Chios', 'Rhodes', 'Kos', 'Byzantion']
['Tongmenghui']
['Dominican Republic']
['Liberal Party']
['Elizabeth I of England', 'English and Welsh Protestants', 'Scottish Protestants']
['United Provinces', 'England', 'German Protestants', 'Huguenots', 'France']
["King's Men"]
['Spain', 'Filipino Loyalists']
['Burma', ' Burmese Controlled Thai States']
['Achaemenid Empire']
['Boeotian League']
['Thebes', 'Athens']
['Kingdom of Dardania', 'Supported by:', 'Syracuse']
['Cadusii']
['Gauls']
['Athens', 'Argos', 'Corinth', 'Thebes', 'Persian Empire', ' Other allies']
['Texas Rangers']
